word,pos
▁మూడు,NOUN
▁మూు,NOUN
▁మూడో,ADJ
▁ూడో,ADJ
▁మె,VERB
▁మె,VERB
▁మే,NOUN
▁మే,NOUN
▁మే,PRON
▁మే,PRON
▁మేము,PRON
▁ేము,PRON
▁మొ,NOUN
▁మొ,NOUN
▁మొ,VERB
▁మొ,VERB
▁యా,NUM
▁యా,NUM
▁రా,PRON
▁రా,PRON
▁రా,PROPN
▁రా,PROPN
▁రా,VERB
▁రా,VERB
▁రామ,NOUN
▁ామ,NOUN
▁రామ,PROPN
▁ామ,PROPN
▁రావ,VERB
▁ావ,VERB
▁రి,NOUN
▁రి,NOUN
▁రె,NOUN
▁రె,NOUN
▁రె,VERB
▁రె,VERB
▁రెండు,NUM
▁రెంు,NUM
▁రే,NOUN
▁రే,NOUN
▁రేప,NOUN
▁రప,NOUN
▁రైలు,NOUN
▁ైలు,NOUN
▁రోజు,NOUN
▁రజు,NOUN
▁రోజు,VERB
▁రజు,VERB
▁రోడ్డు,NOUN
▁రోడ్ు,NOUN
▁ల,PROPN
▁ల,PROPN
▁లే,NOUN
▁లే,NOUN
▁లే,PRON
▁లే,PRON
▁లేక,VERB
▁ేక,VERB
▁లేకుండా,VERB
▁లేకండా,VERB
▁లేని,VERB
▁లేి,VERB
▁లోపల,VERB
▁లోల,VERB
▁వ,NOUN
▁వ,NOUN
▁వంట,NOUN
▁ంట,NOUN
▁వంట,VERB
▁వట,VERB
▁వంద,NUM
▁ంద,NUM
▁వచ్చి,VERB
▁వ్చి,VERB
▁వచ్చిన,ADJ
▁వ్చిన,ADJ
▁వచ్చిన,VERB
▁వచ్ిన,VERB
▁వచ్చే,NOUN
▁వచ్ే,NOUN
▁వచ్చే,VERB
▁వచ్ే,VERB
▁వద్ద,VERB
▁ద్ద,VERB
▁వరకు,ADV
▁రకు,ADV
▁వర్ష,NOUN
▁వరష,NOUN
▁వస్తా,VERB
▁వస్ా,VERB
▁వస్తున్న,VERB
▁వస్తు్న,VERB
▁వా,NOUN
▁వా,NOUN
▁వా,PRON
▁వా,PRON
▁వా,PROPN
▁వా,PROPN
▁వా,VERB
▁వా,VERB
▁వాటి,PRON
▁వాి,PRON
▁వాడ,PRON
▁వడ,PRON
▁వారం,NOUN
▁వరం,NOUN
▁వారి,PRON
▁వాి,PRON
▁వారిని,VERB
▁వారని,VERB
▁వార్తలు,NOUN
▁వర్తలు,NOUN
▁వాళ్ళ,ADJ
▁ాళ్ళ,ADJ
▁వాళ్ళ,PRON
▁వా్ళ,PRON
▁వాళ్ళు,PRON
▁వా్ళు,PRON
▁వాళ్ళు,VERB
▁ాళ్ళు,VERB
▁వి,ADV
▁వి,ADV
▁వి,PROPN
▁వి,PROPN
▁వి,VERB
▁వి,VERB
▁విజయవాడ,PROPN
▁వజయవాడ,PROPN
▁విద్యార్థుల,PRON
▁విద్యార్ుల,PRON
▁విన,NOUN
▁ిన,NOUN
▁విన,VERB
▁వన,VERB
▁విషయం,NOUN
▁వియం,NOUN
▁వీ,PRON
▁వీ,PRON
▁వీ,VERB
▁వీ,VERB
▁వీటి,PRON
▁ీటి,PRON
▁వె,PROPN
▁వె,PROPN
▁వెంట,ADV
▁ెంట,ADV
▁వెంటనే,PRON
▁వెంటే,PRON
▁వెళ,VERB
▁వళ,VERB
▁వెళ్ళ,VERB
▁ెళ్ళ,VERB
▁వెళ్ళి,NOUN
▁వళ్ళి,NOUN
▁వెళ్ళి,VERB
▁ెళ్ళి,VERB
▁వేస,VERB
▁ేస,VERB
▁వైపు,NOUN
▁వైు,NOUN
▁శ,PROPN
▁శ,PROPN
▁శ్ర,VERB
▁్ర,VERB
▁స,NUM
▁స,NUM
▁సంగతి,NOUN
▁సంగి,NOUN
▁సంగతి,PRON
▁సంగి,PRON
▁సంగతి,VERB
▁సంగి,VERB
▁సంత,NOUN
▁సత,NOUN
▁సంవత్సరం,NOUN
▁ంవత్సరం,NOUN
▁సమయ,NOUN
▁సయ,NOUN
▁సరి,VERB
▁సి,VERB
▁సహాయం,NOUN
▁సహాం,NOUN
▁సా,NOUN
▁సా,NOUN
▁సి,NOUN
▁సి,NOUN
▁సిద్ధం,VERB
▁ిద్ధం,VERB
▁సినిమా,NOUN
▁సిిమా,NOUN
▁సీ,NOUN
▁సీ,NOUN
▁సీ,PROPN
▁సీ,PROPN
▁సు,PROPN
▁సు,PROPN
▁సెలవు,NOUN
▁ెలవు,NOUN
▁సై,VERB
▁సై,VERB
▁స్,VERB
▁స్,VERB
▁స్నేహ,NOUN
▁స్ేహ,NOUN
▁హైదరాబాద్,PROPN
▁హైదరాబద్,PROPN
